id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Date
63214,Male,Loyal Customer,53,Business travel,Business,447,4,4,4.0,4,2,4,4,5,5,5.0,5.0,5,5,3,8,0.0,satisfied,2022-10-04
120887,Male,Loyal Customer,48,Business travel,Business,2915,4,4,4.0,4,3,4,5,4,4,5.0,4.0,5,4,5,0,0.0,satisfied,2022-10-29
104424,Female,Loyal Customer,48,Business travel,Eco,1024,3,5,5.0,5,1,3,2,3,3,3.0,3.0,4,3,1,0,15.0,neutral or dissatisfied,2022-10-30
36008,Male,Loyal Customer,47,Business travel,Business,2576,1,1,4.0,1,3,3,4,5,5,5.0,5.0,4,5,2,14,48.0,satisfied,2022-11-01
52110,Male,Loyal Customer,18,Personal Travel,Eco,639,4,4,3.0,4,2,3,2,2,5,2.0,5.0,5,5,2,0,5.0,neutral or dissatisfied,2022-10-23
47397,Male,Loyal Customer,31,Business travel,Business,532,3,1,1.0,1,3,3,3,3,1,2.0,4.0,1,4,3,0,0.0,neutral or dissatisfied,2022-10-05
74913,Male,Loyal Customer,49,Business travel,Eco,2475,3,4,4.0,4,3,3,3,3,1,2.0,4.0,2,3,3,4,10.0,neutral or dissatisfied,2022-10-12
94298,Female,disloyal Customer,20,Business travel,Eco,239,4,0,4.0,4,1,4,3,1,3,3.0,5.0,3,4,1,0,0.0,satisfied,2022-10-19
20510,Female,disloyal Customer,22,Business travel,Eco,130,2,3,1.0,1,2,1,2,2,4,4.0,2.0,5,5,2,5,20.0,neutral or dissatisfied,2022-10-05
102840,Male,Loyal Customer,44,Business travel,Business,423,4,4,4.0,4,4,4,4,4,4,4.0,4.0,5,4,3,100,96.0,satisfied,2022-10-21
122536,Female,Loyal Customer,44,Business travel,Business,3922,1,1,2.0,1,2,5,5,3,3,4.0,3.0,3,3,3,0,0.0,satisfied,2022-11-01
103523,Male,Loyal Customer,29,Business travel,Business,1641,1,1,5.0,1,4,4,4,4,4,5.0,5.0,3,4,4,0,0.0,satisfied,2022-11-01
67375,Female,Loyal Customer,34,Business travel,Business,641,1,1,1.0,1,4,4,4,5,5,5.0,5.0,5,5,5,7,0.0,satisfied,2022-10-05
30001,Male,Loyal Customer,51,Business travel,Business,539,3,3,5.0,3,4,5,3,5,5,5.0,5.0,5,5,3,13,2.0,satisfied,2022-10-02
63828,Male,Loyal Customer,52,Business travel,Business,3227,4,4,4.0,4,3,5,4,4,4,5.0,4.0,3,4,3,0,0.0,satisfied,2022-10-23
96556,Male,Loyal Customer,51,Personal Travel,Eco Plus,436,4,3,5.0,3,3,5,3,3,1,2.0,3.0,4,3,3,0,0.0,neutral or dissatisfied,2022-10-19
55820,Female,Loyal Customer,40,Business travel,Business,1416,1,1,1.0,1,4,5,5,4,4,4.0,4.0,4,4,4,1,0.0,satisfied,2022-10-07
97531,Male,Loyal Customer,18,Personal Travel,Eco,265,2,2,2.0,3,2,2,2,2,4,2.0,3.0,4,2,2,7,29.0,neutral or dissatisfied,2022-10-28
95698,Female,Loyal Customer,58,Business travel,Business,3834,0,1,1.0,5,3,4,4,2,2,2.0,2.0,3,2,4,15,7.0,satisfied,2022-10-11
32365,Male,Loyal Customer,39,Business travel,Eco,101,5,3,3.0,3,5,5,5,5,1,2.0,1.0,2,5,5,0,0.0,satisfied,2022-10-16
83465,Male,Loyal Customer,44,Business travel,Business,946,1,1,1.0,1,2,5,4,5,5,5.0,5.0,3,5,4,8,5.0,satisfied,2022-10-12
60301,Male,Loyal Customer,50,Business travel,Business,2436,4,4,4.0,4,1,4,4,4,4,4.0,4.0,1,4,4,0,0.0,neutral or dissatisfied,2022-10-14
29481,Male,Loyal Customer,39,Business travel,Eco,1107,5,3,1.0,3,5,5,5,5,4,3.0,4.0,4,5,5,36,37.0,satisfied,2022-10-03
33801,Male,Loyal Customer,53,Business travel,Eco,1428,4,4,3.0,3,4,4,4,4,1,2.0,3.0,4,3,4,0,0.0,satisfied,2022-10-26
34371,Female,Loyal Customer,37,Business travel,Eco Plus,427,2,2,5.0,2,2,2,2,2,1,5.0,3.0,1,4,2,33,51.0,neutral or dissatisfied,2022-10-10
77454,Female,Loyal Customer,44,Business travel,Business,2211,1,1,1.0,1,5,4,4,2,2,2.0,2.0,3,2,4,0,5.0,satisfied,2022-10-29
82417,Male,Loyal Customer,31,Business travel,Business,2391,5,5,5.0,5,5,5,5,5,4,4.0,5.0,4,4,5,0,0.0,satisfied,2022-10-23
126718,Female,Loyal Customer,40,Business travel,Business,2402,2,3,3.0,3,4,3,2,2,2,2.0,2.0,3,2,2,18,21.0,neutral or dissatisfied,2022-10-30
55326,Male,Loyal Customer,26,Business travel,Business,2195,5,1,4.0,4,5,4,5,5,1,1.0,3.0,4,3,5,3,0.0,neutral or dissatisfied,2022-10-09
14519,Male,Loyal Customer,42,Business travel,Business,288,4,4,3.0,4,4,1,2,4,4,4.0,4.0,5,4,1,90,91.0,satisfied,2022-10-25
92796,Female,Loyal Customer,50,Personal Travel,Business,1541,1,4,1.0,3,2,4,4,5,5,1.0,5.0,5,5,3,26,21.0,neutral or dissatisfied,2022-10-12
93003,Female,Loyal Customer,56,Business travel,Business,1524,3,3,3.0,3,2,4,4,5,5,5.0,5.0,4,5,5,1,0.0,satisfied,2022-10-27
112149,Female,Loyal Customer,54,Business travel,Eco,895,4,1,1.0,1,4,3,4,4,4,4.0,4.0,4,4,1,0,13.0,neutral or dissatisfied,2022-10-06
89010,Female,Loyal Customer,50,Business travel,Business,1947,5,5,5.0,5,5,5,5,4,4,4.0,4.0,3,4,5,0,3.0,satisfied,2022-10-12
1001,Male,Loyal Customer,52,Business travel,Eco,89,5,2,2.0,2,5,5,5,5,1,3.0,2.0,2,4,5,0,0.0,satisfied,2022-10-10
69436,Male,Loyal Customer,14,Personal Travel,Eco,1096,2,0,1.0,5,5,1,5,5,3,2.0,5.0,5,5,5,0,0.0,neutral or dissatisfied,2022-10-07
102374,Male,Loyal Customer,43,Business travel,Eco,223,5,1,1.0,1,5,5,5,5,1,,1.0,4,4,5,32,30.0,satisfied,2022-10-09
33699,Female,disloyal Customer,45,Business travel,Eco,899,3,3,3.0,4,5,3,5,5,2,5.0,3.0,3,4,5,22,22.0,neutral or dissatisfied,2022-10-16
49696,Male,Loyal Customer,41,Business travel,Eco,190,3,2,2.0,2,3,3,3,3,2,4.0,3.0,2,4,3,56,37.0,neutral or dissatisfied,2022-10-12
91610,Male,Loyal Customer,53,Business travel,Business,2818,2,2,2.0,2,4,5,5,4,4,4.0,4.0,5,4,5,0,0.0,satisfied,2022-10-02
32227,Male,Loyal Customer,48,Business travel,Business,3998,2,2,2.0,2,1,2,4,5,5,5.0,4.0,5,5,2,0,2.0,satisfied,2022-10-07
36239,Female,Loyal Customer,58,Business travel,Eco Plus,496,2,3,3.0,3,1,3,3,2,2,2.0,2.0,4,2,3,0,18.0,neutral or dissatisfied,2022-10-08
109535,Female,disloyal Customer,15,Business travel,Eco,992,4,4,4.0,4,1,4,1,1,4,3.0,3.0,2,3,1,38,29.0,neutral or dissatisfied,2022-10-19
11879,Male,Loyal Customer,20,Personal Travel,Eco,912,2,4,2.0,2,3,2,5,3,4,5.0,5.0,3,5,3,15,4.0,neutral or dissatisfied,2022-10-20
102581,Female,Loyal Customer,36,Business travel,Eco Plus,386,4,1,2.0,1,4,4,4,4,3,4.0,3.0,1,4,4,5,0.0,neutral or dissatisfied,2022-10-16
72020,Male,Loyal Customer,45,Business travel,Business,3711,5,5,5.0,5,2,2,2,3,3,4.0,4.0,2,5,2,12,7.0,satisfied,2022-10-26
86408,Male,Loyal Customer,60,Business travel,Business,2483,5,5,5.0,5,5,5,4,4,4,4.0,4.0,4,4,3,0,0.0,satisfied,2022-10-05
115363,Female,disloyal Customer,26,Business travel,Eco,362,3,4,3.0,4,1,3,1,1,4,3.0,3.0,4,3,1,13,12.0,neutral or dissatisfied,2022-10-12
92879,Male,Loyal Customer,49,Business travel,Business,3632,4,2,4.0,4,3,4,4,5,5,5.0,5.0,3,5,4,0,11.0,satisfied,2022-10-28
33431,Male,Loyal Customer,56,Business travel,Business,2614,4,4,4.0,4,1,3,3,5,5,5.0,5.0,2,5,3,0,0.0,satisfied,2022-10-14
105789,Male,Loyal Customer,36,Personal Travel,Eco,787,4,4,4.0,4,2,4,2,2,4,4.0,4.0,3,4,2,3,0.0,neutral or dissatisfied,2022-10-23
123836,Female,Loyal Customer,59,Business travel,Business,3478,5,5,5.0,5,3,5,5,5,5,5.0,5.0,4,5,4,0,5.0,satisfied,2022-10-14
45080,Male,Loyal Customer,70,Personal Travel,Eco,588,1,4,1.0,1,1,4,4,5,5,4.0,5.0,4,5,4,88,158.0,neutral or dissatisfied,2022-10-22
90922,Male,Loyal Customer,23,Business travel,Business,270,5,5,5.0,5,5,5,5,5,1,1.0,3.0,2,4,5,0,0.0,satisfied,2022-10-14
75340,Female,Loyal Customer,46,Personal Travel,Eco,2504,2,1,2.0,2,3,3,3,3,3,2.0,3.0,3,3,3,0,0.0,neutral or dissatisfied,2022-10-13
94235,Male,Loyal Customer,40,Business travel,Business,3888,3,3,3.0,3,5,4,5,5,5,5.0,5.0,4,5,3,2,7.0,satisfied,2022-10-23
40508,Female,Loyal Customer,70,Personal Travel,Eco,188,2,4,2.0,3,5,5,5,4,4,2.0,4.0,5,4,3,0,0.0,neutral or dissatisfied,2022-10-15
3445,Female,Loyal Customer,29,Personal Travel,Eco,240,2,4,2.0,4,1,2,1,1,5,3.0,4.0,4,5,1,41,41.0,neutral or dissatisfied,2022-10-07
85988,Female,disloyal Customer,15,Business travel,Eco,432,2,3,1.0,4,1,1,1,1,3,4.0,3.0,4,4,1,0,0.0,neutral or dissatisfied,2022-10-30
62800,Female,Loyal Customer,49,Personal Travel,Eco,2556,2,4,2.0,3,2,5,5,5,5,5.0,4.0,5,5,5,0,14.0,neutral or dissatisfied,2022-10-05
50624,Female,Loyal Customer,7,Personal Travel,Eco,86,1,2,1.0,4,3,1,4,3,2,2.0,4.0,4,4,3,94,89.0,neutral or dissatisfied,2022-10-12
13110,Male,Loyal Customer,35,Business travel,Business,2175,5,5,5.0,5,2,5,4,5,5,5.0,,2,5,1,58,50.0,satisfied,2022-10-15
13142,Male,Loyal Customer,66,Personal Travel,Eco,427,1,3,1.0,4,4,1,4,4,3,4.0,4.0,2,4,4,14,14.0,neutral or dissatisfied,2022-10-21
31873,Female,Loyal Customer,50,Business travel,Business,4983,4,4,4.0,4,4,4,4,2,2,4.0,4.0,4,3,4,0,0.0,satisfied,2022-10-16
41769,Male,Loyal Customer,14,Business travel,Eco,872,3,2,3.0,2,3,3,4,3,3,1.0,3.0,3,3,3,0,0.0,neutral or dissatisfied,2022-10-05
71790,Male,Loyal Customer,27,Business travel,Business,1744,1,2,2.0,2,1,1,1,1,3,1.0,2.0,4,3,1,0,4.0,neutral or dissatisfied,2022-10-14
112679,Female,Loyal Customer,30,Business travel,Business,3311,1,1,1.0,1,2,2,2,2,4,2.0,4.0,3,4,2,0,0.0,satisfied,2022-10-23
86303,Male,Loyal Customer,62,Business travel,Business,226,3,3,3.0,3,4,5,4,5,5,5.0,5.0,3,5,3,0,0.0,satisfied,2022-10-07
64861,Male,Loyal Customer,32,Business travel,Business,2656,2,2,2.0,2,5,5,5,5,3,4.0,4.0,5,4,5,0,0.0,satisfied,2022-10-31
119008,Female,Loyal Customer,47,Personal Travel,Eco,459,4,2,4.0,3,3,4,3,2,2,4.0,2.0,4,2,1,2,,satisfied,2022-10-26
1875,Female,Loyal Customer,60,Business travel,Business,3819,1,1,1.0,1,4,5,5,4,4,5.0,4.0,3,4,5,4,0.0,satisfied,2022-10-05
26795,Female,Loyal Customer,51,Business travel,Business,2139,3,3,3.0,3,4,4,4,5,5,5.0,5.0,5,5,3,10,0.0,satisfied,2022-10-11
99281,Female,disloyal Customer,13,Business travel,Eco,935,2,2,2.0,5,3,2,4,3,3,3.0,4.0,4,4,3,8,1.0,neutral or dissatisfied,2022-10-23
44379,Male,Loyal Customer,61,Personal Travel,Eco,229,4,4,4.0,1,5,4,3,5,3,2.0,5.0,5,5,5,0,0.0,neutral or dissatisfied,2022-10-07
98909,Male,disloyal Customer,22,Business travel,Eco,543,3,0,3.0,1,3,3,3,3,5,5.0,5.0,3,5,3,19,8.0,neutral or dissatisfied,2022-10-29
63596,Female,Loyal Customer,44,Business travel,Business,2133,2,2,2.0,2,3,4,5,4,4,4.0,4.0,4,4,4,1,0.0,satisfied,2022-10-22
7637,Female,Loyal Customer,43,Business travel,Business,641,5,5,5.0,5,5,4,5,2,2,2.0,2.0,4,2,5,0,0.0,satisfied,2022-10-18
42534,Male,Loyal Customer,46,Business travel,Business,3469,2,2,2.0,2,3,5,4,4,4,4.0,4.0,3,4,3,60,41.0,satisfied,2022-10-29
25213,Female,disloyal Customer,25,Business travel,Eco,925,1,1,1.0,4,2,1,2,2,3,5.0,3.0,1,3,2,9,0.0,neutral or dissatisfied,2022-10-12
44113,Male,Loyal Customer,47,Business travel,Eco Plus,473,2,5,5.0,5,2,2,2,2,4,5.0,4.0,1,3,2,0,0.0,neutral or dissatisfied,2022-10-30
91258,Male,Loyal Customer,14,Personal Travel,Eco,404,3,4,2.0,1,4,2,4,4,4,4.0,5.0,4,5,4,0,0.0,neutral or dissatisfied,2022-10-27
14224,Male,Loyal Customer,49,Personal Travel,Eco,692,4,4,4.0,3,4,4,4,4,3,3.0,4.0,4,4,4,0,0.0,neutral or dissatisfied,2022-10-01
126304,Female,Loyal Customer,23,Personal Travel,Eco,631,3,5,3.0,1,2,3,4,2,4,3.0,2.0,1,2,2,0,0.0,neutral or dissatisfied,2022-10-23
125319,Female,Loyal Customer,50,Business travel,Business,599,5,5,5.0,5,2,4,4,5,5,5.0,5.0,4,5,3,0,0.0,satisfied,2022-10-31
49902,Female,Loyal Customer,63,Business travel,Eco,109,3,5,4.0,4,1,1,2,3,3,3.0,3.0,3,3,1,6,9.0,neutral or dissatisfied,2022-10-17
73840,Female,disloyal Customer,28,Business travel,Business,1709,4,4,4.0,4,5,4,5,5,4,2.0,4.0,4,5,5,0,0.0,neutral or dissatisfied,2022-10-02
111945,Male,Loyal Customer,55,Business travel,Business,3181,2,2,2.0,2,4,5,5,5,5,5.0,5.0,5,5,4,3,0.0,satisfied,2022-10-28
19804,Male,Loyal Customer,69,Personal Travel,Business,528,3,4,3.0,3,5,3,3,2,2,3.0,2.0,1,2,4,50,35.0,neutral or dissatisfied,2022-10-04
42909,Female,Loyal Customer,45,Personal Travel,Eco,200,4,3,4.0,2,2,3,5,2,2,4.0,2.0,4,2,5,0,0.0,neutral or dissatisfied,2022-10-17
104868,Male,disloyal Customer,35,Business travel,Business,327,3,3,3.0,5,4,3,4,4,3,5.0,5.0,5,4,4,0,0.0,neutral or dissatisfied,2022-10-17
38643,Female,Loyal Customer,38,Business travel,Eco,2611,3,1,1.0,1,3,3,3,3,3,1.0,4.0,3,3,3,30,5.0,neutral or dissatisfied,2022-10-24
36820,Male,Loyal Customer,64,Business travel,Business,369,2,5,5.0,5,5,3,3,2,2,2.0,2.0,2,2,4,0,0.0,neutral or dissatisfied,2022-10-17
48015,Male,Loyal Customer,27,Personal Travel,Eco Plus,838,4,3,4.0,3,5,4,5,5,2,1.0,4.0,4,3,5,0,0.0,neutral or dissatisfied,2022-10-22
92268,Male,Loyal Customer,45,Business travel,Business,2036,5,5,5.0,5,3,3,4,5,5,5.0,5.0,5,5,3,6,0.0,satisfied,2022-10-22
7784,Female,Loyal Customer,31,Business travel,Business,3747,1,1,1.0,1,5,5,5,5,3,5.0,5.0,5,5,5,0,0.0,satisfied,2022-10-25
85854,Female,disloyal Customer,30,Business travel,Eco Plus,666,3,3,3.0,1,5,3,5,5,4,4.0,3.0,2,2,5,5,0.0,neutral or dissatisfied,2022-10-24
102329,Male,Loyal Customer,55,Business travel,Business,3072,0,5,0.0,3,3,4,4,3,3,4.0,4.0,5,3,3,9,0.0,satisfied,2022-10-14
126311,Female,Loyal Customer,25,Personal Travel,Eco,590,3,4,3.0,3,4,3,1,4,4,5.0,4.0,4,4,4,0,0.0,neutral or dissatisfied,2022-10-27
37346,Female,disloyal Customer,37,Business travel,Eco,950,2,2,2.0,4,1,2,1,1,4,4.0,2.0,1,5,1,0,0.0,neutral or dissatisfied,2022-10-02
92206,Male,disloyal Customer,38,Business travel,Eco,456,3,3,2.0,4,2,5,4,2,3,3.0,3.0,4,4,4,156,158.0,neutral or dissatisfied,2022-10-02
125052,Female,Loyal Customer,32,Business travel,Business,2300,3,3,3.0,3,5,5,5,5,5,4.0,5.0,4,5,5,1,0.0,satisfied,2022-10-14
128339,Female,disloyal Customer,22,Business travel,Eco,370,2,1,2.0,4,2,2,2,2,1,,4.0,1,4,2,4,8.0,neutral or dissatisfied,2022-10-22
110392,Female,Loyal Customer,31,Business travel,Business,1704,1,5,1.0,1,4,4,4,4,4,2.0,4.0,4,4,4,12,9.0,satisfied,2022-10-15
106503,Male,Loyal Customer,61,Personal Travel,Eco,495,2,5,2.0,3,1,2,1,1,5,3.0,1.0,3,3,1,105,88.0,neutral or dissatisfied,2022-10-31
85398,Female,disloyal Customer,20,Business travel,Eco,214,2,0,2.0,1,3,2,5,3,5,5.0,5.0,3,4,3,0,0.0,neutral or dissatisfied,2022-10-04
41955,Female,disloyal Customer,33,Business travel,Eco,618,2,0,2.0,1,2,2,2,2,5,2.0,2.0,2,3,2,0,0.0,neutral or dissatisfied,2022-10-06
38388,Female,Loyal Customer,62,Personal Travel,Eco Plus,1180,3,5,3.0,3,2,5,5,3,3,3.0,3.0,3,3,5,0,15.0,neutral or dissatisfied,2022-10-11
115894,Female,Loyal Customer,24,Business travel,Eco,337,5,5,5.0,5,5,5,4,5,1,4.0,2.0,1,2,5,0,0.0,satisfied,2022-10-28
93607,Male,Loyal Customer,54,Business travel,Business,577,3,3,3.0,3,4,5,4,5,5,5.0,5.0,3,5,3,0,0.0,satisfied,2022-10-10
4746,Female,Loyal Customer,7,Personal Travel,Eco,888,2,5,2.0,3,5,2,5,5,5,3.0,4.0,4,4,5,0,4.0,neutral or dissatisfied,2022-10-04
106532,Female,disloyal Customer,36,Business travel,Business,271,4,4,4.0,2,3,4,3,3,5,3.0,5.0,3,4,3,0,0.0,neutral or dissatisfied,2022-10-01
58468,Male,Loyal Customer,53,Business travel,Business,3395,3,4,4.0,4,2,4,3,3,3,3.0,3.0,3,3,3,0,0.0,neutral or dissatisfied,2022-10-13
84484,Male,disloyal Customer,18,Business travel,Eco,730,5,5,5.0,3,4,5,4,4,3,3.0,4.0,5,5,4,0,0.0,satisfied,2022-10-09
123984,Female,Loyal Customer,32,Business travel,Business,1865,4,4,4.0,4,5,5,5,5,4,2.0,5.0,4,5,5,0,0.0,satisfied,2022-10-10
46294,Female,Loyal Customer,55,Business travel,Eco,770,5,4,4.0,4,2,2,2,5,5,5.0,5.0,2,5,4,5,12.0,satisfied,2022-10-30
102337,Female,disloyal Customer,36,Business travel,Business,397,3,2,2.0,3,1,2,1,1,3,5.0,4.0,3,5,1,6,1.0,neutral or dissatisfied,2022-10-14
55544,Female,Loyal Customer,27,Business travel,Business,550,3,4,4.0,4,3,3,3,3,3,5.0,2.0,1,3,3,2,0.0,neutral or dissatisfied,2022-10-23
129278,Male,Loyal Customer,58,Business travel,Business,2402,4,4,4.0,4,5,5,5,4,4,4.0,4.0,4,4,5,0,0.0,satisfied,2022-11-01
109867,Male,Loyal Customer,35,Business travel,Business,3102,1,1,1.0,1,2,4,4,1,1,1.0,1.0,2,1,3,20,15.0,neutral or dissatisfied,2022-10-09
10567,Female,disloyal Customer,44,Business travel,Business,316,5,5,5.0,3,2,5,4,2,5,3.0,5.0,3,5,2,50,47.0,satisfied,2022-10-18
84652,Female,Loyal Customer,44,Business travel,Business,363,2,3,1.0,3,5,3,3,2,2,2.0,2.0,1,2,1,1,1.0,neutral or dissatisfied,2022-10-12
49769,Female,Loyal Customer,54,Business travel,Eco,109,2,4,4.0,4,5,4,4,2,2,2.0,2.0,1,2,3,0,6.0,neutral or dissatisfied,2022-10-01
29048,Male,Loyal Customer,34,Personal Travel,Eco,978,2,5,2.0,3,2,2,2,2,3,5.0,5.0,5,5,2,0,0.0,neutral or dissatisfied,2022-10-01
1420,Male,Loyal Customer,58,Personal Travel,Eco Plus,89,3,3,3.0,4,4,3,4,4,4,3.0,3.0,1,4,4,2,17.0,neutral or dissatisfied,2022-10-29
33825,Female,Loyal Customer,53,Business travel,Eco Plus,1521,2,4,4.0,4,5,4,4,2,2,2.0,2.0,3,2,1,0,0.0,neutral or dissatisfied,2022-10-09
7549,Male,Loyal Customer,51,Business travel,Business,2639,1,1,1.0,1,5,4,4,4,4,4.0,4.0,3,4,3,0,0.0,satisfied,2022-10-16
60156,Male,Loyal Customer,56,Personal Travel,Eco,1005,3,5,3.0,2,1,3,1,1,2,4.0,3.0,4,2,1,10,25.0,neutral or dissatisfied,2022-10-08
50566,Male,Loyal Customer,66,Personal Travel,Eco,373,5,5,5.0,5,2,5,2,2,4,1.0,1.0,4,5,2,9,0.0,satisfied,2022-10-16
23978,Female,Loyal Customer,39,Business travel,Eco Plus,596,4,4,4.0,4,4,4,4,4,5,,2.0,3,3,4,46,43.0,satisfied,2022-10-05
76599,Male,disloyal Customer,27,Business travel,Eco,534,4,4,4.0,4,4,4,4,4,1,2.0,4.0,1,3,4,0,0.0,neutral or dissatisfied,2022-10-29
36766,Female,Loyal Customer,28,Business travel,Eco,2704,0,0,0.0,5,0,4,3,2,5,5.0,5.0,3,4,3,0,2.0,satisfied,2022-10-26
6137,Male,Loyal Customer,71,Business travel,Eco,409,3,4,4.0,4,3,3,3,3,4,3.0,4.0,3,2,3,112,133.0,neutral or dissatisfied,2022-10-07
46835,Female,Loyal Customer,50,Business travel,Eco,737,5,3,3.0,3,1,2,5,5,5,5.0,5.0,3,5,5,0,0.0,satisfied,2022-10-29
8357,Male,disloyal Customer,23,Business travel,Business,701,4,0,4.0,2,1,4,1,1,4,4.0,5.0,5,4,1,0,0.0,satisfied,2022-10-31
127921,Male,Loyal Customer,50,Business travel,Business,2300,1,1,4.0,1,2,5,4,5,5,4.0,5.0,4,5,4,18,40.0,satisfied,2022-10-14
105667,Male,Loyal Customer,46,Business travel,Business,2582,2,2,2.0,2,2,4,4,5,5,5.0,5.0,4,5,4,0,0.0,satisfied,2022-10-18
23956,Female,Loyal Customer,56,Personal Travel,Eco,936,0,4,0.0,4,5,4,4,2,2,0.0,2.0,3,2,1,0,0.0,satisfied,2022-10-09
64688,Female,Loyal Customer,55,Business travel,Business,2233,2,2,2.0,2,5,5,4,4,4,4.0,4.0,4,4,5,3,4.0,satisfied,2022-10-06
75445,Female,disloyal Customer,17,Business travel,Eco,1240,2,2,2.0,4,4,2,4,4,4,4.0,2.0,4,3,4,2,0.0,neutral or dissatisfied,2022-10-17
114239,Male,disloyal Customer,27,Business travel,Eco,909,1,1,1.0,2,5,1,5,5,4,4.0,2.0,1,2,5,0,15.0,neutral or dissatisfied,2022-10-30
112685,Male,disloyal Customer,26,Business travel,Business,697,5,4,4.0,3,1,4,1,1,4,2.0,4.0,3,4,1,34,33.0,satisfied,2022-10-15
24744,Male,Loyal Customer,49,Business travel,Eco,432,5,4,4.0,4,5,5,5,5,4,1.0,1.0,3,4,5,0,0.0,satisfied,2022-11-01
21679,Male,Loyal Customer,20,Business travel,Eco,746,4,1,1.0,1,4,5,3,4,1,5.0,5.0,2,1,4,0,0.0,satisfied,2022-10-23
53717,Female,Loyal Customer,64,Personal Travel,Eco,1190,3,4,3.0,1,2,3,4,3,3,3.0,3.0,3,3,4,23,0.0,neutral or dissatisfied,2022-10-27
32177,Female,Loyal Customer,45,Business travel,Eco,201,5,5,3.0,5,2,5,1,5,5,5.0,5.0,5,5,5,0,3.0,satisfied,2022-10-01
21813,Male,Loyal Customer,51,Personal Travel,Eco,352,2,5,4.0,3,4,4,5,4,5,2.0,4.0,5,4,4,63,56.0,neutral or dissatisfied,2022-10-21
127264,Female,Loyal Customer,33,Business travel,Business,3924,4,4,4.0,4,4,3,4,4,4,4.0,4.0,4,4,1,0,0.0,neutral or dissatisfied,2022-11-01
81743,Female,Loyal Customer,41,Business travel,Business,1416,4,4,4.0,4,3,4,4,5,5,5.0,5.0,3,5,3,55,41.0,satisfied,2022-10-04
67106,Male,Loyal Customer,52,Business travel,Eco,929,2,5,5.0,5,2,2,2,2,1,1.0,2.0,2,3,2,23,8.0,neutral or dissatisfied,2022-10-04
91118,Female,Loyal Customer,34,Personal Travel,Eco,270,1,1,2.0,4,1,2,1,1,4,5.0,4.0,2,3,1,0,0.0,neutral or dissatisfied,2022-10-26
45417,Female,Loyal Customer,36,Business travel,Business,2983,3,2,2.0,2,3,2,3,3,3,3.0,3.0,4,3,4,38,23.0,neutral or dissatisfied,2022-10-10
116056,Female,Loyal Customer,19,Personal Travel,Eco,337,4,5,4.0,4,2,4,1,2,4,2.0,4.0,3,4,2,8,4.0,satisfied,2022-10-06
91488,Male,Loyal Customer,48,Business travel,Business,1639,3,3,4.0,3,3,4,5,2,2,,2.0,4,2,4,0,0.0,satisfied,2022-10-27
47116,Female,Loyal Customer,51,Personal Travel,Eco,737,4,1,4.0,2,5,2,1,2,2,4.0,2.0,3,2,1,39,48.0,neutral or dissatisfied,2022-10-09
115537,Male,disloyal Customer,40,Business travel,Business,325,1,1,1.0,2,5,1,5,5,4,3.0,5.0,4,4,5,0,0.0,neutral or dissatisfied,2022-10-19
129543,Female,Loyal Customer,27,Business travel,Business,2342,3,1,4.0,1,3,3,3,3,1,,2.0,2,3,3,8,0.0,neutral or dissatisfied,2022-10-22
128572,Male,Loyal Customer,40,Personal Travel,Eco Plus,110,4,4,4.0,4,3,4,3,3,4,4.0,5.0,2,1,3,0,0.0,neutral or dissatisfied,2022-10-24
114878,Female,Loyal Customer,52,Business travel,Business,1773,3,3,3.0,3,4,4,4,4,4,5.0,4.0,3,4,4,49,27.0,satisfied,2022-10-29
19475,Male,disloyal Customer,37,Business travel,Eco,177,2,4,2.0,4,5,2,4,5,1,3.0,5.0,3,5,5,0,0.0,neutral or dissatisfied,2022-10-23
41881,Female,Loyal Customer,13,Personal Travel,Eco,760,3,4,3.0,2,4,3,2,4,4,3.0,5.0,5,5,4,0,0.0,neutral or dissatisfied,2022-10-09
64493,Male,Loyal Customer,17,Business travel,Business,2852,3,1,3.0,1,3,3,3,3,1,2.0,3.0,4,4,3,0,0.0,neutral or dissatisfied,2022-10-14
16166,Female,Loyal Customer,37,Business travel,Business,2910,5,5,5.0,5,3,5,3,4,4,4.0,3.0,3,4,5,0,0.0,satisfied,2022-10-08
115714,Female,Loyal Customer,36,Business travel,Business,3127,3,2,2.0,2,5,3,4,3,3,3.0,3.0,3,3,2,69,62.0,neutral or dissatisfied,2022-10-14
96850,Female,Loyal Customer,43,Business travel,Eco,781,3,5,5.0,5,5,2,3,3,3,3.0,3.0,1,3,1,10,4.0,neutral or dissatisfied,2022-10-06
91637,Female,Loyal Customer,36,Personal Travel,Eco,1199,1,4,1.0,1,4,1,4,4,1,1.0,4.0,1,4,4,0,4.0,neutral or dissatisfied,2022-10-12
75334,Female,Loyal Customer,16,Business travel,Eco,2486,5,5,5.0,5,5,5,5,4,5,4.0,5.0,5,1,5,0,35.0,satisfied,2022-10-16
115737,Male,disloyal Customer,36,Business travel,Eco,325,4,2,4.0,4,1,4,1,1,2,,4.0,1,3,1,59,48.0,neutral or dissatisfied,2022-10-27
